阿Ｑ/null/null/a1,Ｑ/null/null/
宽洪大量/null/null/kuan1,hong2,da4,liang4/null/null/
宽洪海量/null/null/kuan1,hong2,hai3,liang4/null/null/
宽怀大度/null/null/kuan1,huai2,da4,du4/null/null/
宽豁大度/null/null/kuan1,huo1,da4,du4/null/null/
宽猛并济/null/null/kuan1,meng3,bing4,ji4/null/null/
宽猛相济/null/null/kuan1,meng3,xiang1,ji4/null/null/
宽仁大度/null/null/kuan1,ren2,da4,du4/null/null/
宽以待人/null/null/kuan1,yi3,dai4,ren2/null/null/
款曲周至/null/null/kuan3,qu3,zhou1,zhi4/null/null/
款语温言/null/null/kuan3,yu3,wen1,yan2/null/null/
匡鼎解颐/null/null/kuang1,ding3,jie3,yi2/null/null/
匡国济时/null/null/kuang1,guo2,ji4,shi2/null/null/
匡救弥缝/null/null/kuang1,jiu4,mi2,feng4/null/null/
匡乱反正/null/null/kuang1,luan4,fan3,zheng4/null/null/
匡谬正俗/null/null/kuang1,miu4,zheng4,su2/null/null/
匡其不逮/null/null/kuang1,qi2,bu4,dai3/null/null/
匡时济世/null/null/kuang1,shi2,ji4,shi4/null/null/
匡时济俗/null/null/kuang1,shi2,ji4,su2/null/null/
匡俗济时/null/null/kuang1,su2,ji4,shi2/null/null/
筐箧中物/null/null/kuang1,qie4,zhong1,wu4/null/null/
恇怯不前/null/null/kuang1,qie4,bu4,qian2/null/null/
狂吠狴犴/null/null/kuang2,fei4,bi4,an4/null/null/
狂风暴雨/null/null/kuang2,feng1,bao4,yu3/null/null/
狂风恶浪/null/null/kuang2,feng1,e4,lang4/null/null/
狂风怒号/null/null/kuang2,feng1,nu4,hao2/null/null/
狂风骤雨/null/null/kuang2,feng1,zhou4,yu3/null/null/
狂轰滥炸/null/null/kuang2,hong1,lan4,zha4/null/null/
狂欢节/null/null/kuang2,huan1,jie2/null/null/
狂嫖滥赌/null/null/kuang2,piao2,lan4,du3/null/null/
狂妄自大/null/null/kuang2,wang4,zi4,da4/null/null/
狂想曲/null/null/kuang2,xiang3,qu3/null/null/
旷达不羁/null/null/kuang4,da2,bu4,ji1/null/null/
旷夫怨女/null/null/kuang4,fu1,yuan4,nv3/null/null/
旷古未有/null/null/kuang4,gu3,wei4,you3/null/null/
旷古奇闻/null/null/kuang4,gu3,qi2,wen2/null/null/
旷日长久/null/null/kuang4,ri4,chang2,jiu3/null/null/
旷日累时/null/null/kuang4,ri4,lei3,shi2/null/null/
旷日弥久/null/null/kuang4,ri4,mi2,jiu3/null/null/
旷若发蒙/null/null/kuang4,ruo4,fa1,meng2/null/null/
旷世奇才/null/null/kuang4,shi4,qi2,cai2/null/null/
亏心短行/null/null/kui1,xin1,duan3,xing2/null/null/
岿然不动/null/null/kui1,ran2,bu4,dong4/null/null/
窥间伺隙/null/null/kui1,jian4,si4,xi4/null/null/
窥见一斑/null/null/kui1,jian4,yi1,ban1/null/null/
揆理度情/null/null/kui2,li3,duo2,qing2/null/null/
揆理度势/null/null/kui2,li3,du4,shi4/null/null/
揆情度理/null/null/kui2,qing2,duo2,li3/null/null/
魁北克/null/null/kui2,bei3,ke4/null/null/
揆时度势/null/null/kui2,shi2,du4,shi4/null/null/
魁梧奇伟/null/null/kui2,wu3,qi2,wei3/null/null/
喟然长叹/null/null/kui4,ran2,chang2,tan4/null/null/
愧悔无地/null/null/kui4,hui3,wu2,di4/null/null/
愧天怍人/null/null/kui4,tian1,zuo4,ren2/null/null/
溃兵游勇/null/null/kui4,bing1,you2,yong3/null/null/
溃不成军/null/null/kui4,bu4,cheng2,jun1/null/null/
坤角儿/null/null/kun1,jue2,er2/null/null/
昆弟之好/null/null/kun1,di4,zhi1,hao3/null/null/
昆山片玉/null/null/kun1,shan1,pian4,yu4/null/null/
悃愊无华/null/null/kun3,bi4,wu2,hua2/null/null/
困而不学/null/null/kun4,er2,bu4,xue2/null/null/
困知勉行/null/null/kun4,zhi1,mian3,xing2/null/null/
困兽犹斗/null/null/kun4,shou4,you2,dou4/null/null/
困心横虑/null/null/kun4,xin1,heng2,lv4/null/null/
扩大化/null/null/kuo4,da4,hua4/null/null/
扩大会议/null/null/kuo4,da4,hui4,yi4/null/null/
括目相待/null/null/kuo4,mu4,xiang1,dai4/null/null/
括约肌/null/null/kuo4,yue1,ji1/null/null/
阔论高谈/null/null/kuo4,lun4,gao1,tan2/null/null/
阔叶树/null/null/kuo4,ye4,shu4/null/null/
廓达大度/null/null/kuo4,da2,da4,du4/null/null/
廓大镜/null/null/kuo4,da4,jing4/null/null/
拉捭摧藏/null/null/la1,bai3,cui1,cang2/null/null/
拉帮结伙/null/null/la1,bang1,jie2,huo3/null/null/
拉帮结派/null/null/la1,bang1,jie2,pai4/null/null/
拉不下脸/null/null/la1,bu4,xia4,lian3/null/null/
拉大旗作虎皮/null/null/la1,da4,qi2,zuo4,hu3,pi2/null/null/
拉丁美洲/null/null/la1,ding1,mei3,zhou1/null/null/
拉肚子/null/null/la1,du3,zi/null/null/
拉关系/null/null/la1,guan1,xi4/null/null/
拉祜族/null/null/la1,hu4,zu2/null/null/
拉后腿/null/null/la1,hou4,tui3/null/null/
拉家常/null/null/la2,jia1,chang2/null/null/
拉家带口/null/null/la1,jia1,dai4,kou3/null/null/
拉交情/null/null/la1,jiao1,qing2/null/null/
拉近乎/null/null/la1,jin4,hu1/null/null/
拉枯折朽/null/null/la1,ku1,she2,xiu3/null/null/
拉亏空/null/null/la1,kui1,kong1/null/null/
拉拉扯扯/null/null/la1,la1,che3,che3/null/null/
拉拉队/null/null/la1,la1,dui4/null/null/
拉拉杂杂/null/null/la1,la1,za2,za2/null/null/
拉郎配/null/null/la1,lang2,pei4/null/null/
拉力器/null/null/la1,li4,qi4/null/null/
拉马克/null/null/la1,ma3,ke4/null/null/
拉买卖/null/null/la1,mai3,mai4/null/null/
拉皮条/null/null/la1,pi2,tiao2/null/null/
拉三扯四/null/null/la1,san1,che3,si4/null/null/
拉山头/null/null/la1,shan1,tou2/null/null/
拉下脸/null/null/la1,xia4,lian3/null/null/
拉下马/null/null/la1,xia4,ma3/null/null/
拉闲散闷/null/null/la1,xian2,san4,men4/null/null/
拉下水/null/null/la1,xia4,shui3/null/null/
拉朽摧枯/null/null/la1,xiu3,cui1,ku1/null/null/
拉洋片/null/null/la1,yang2,pian4/null/null/
喇嘛教/null/null/la3,ma,jiao4/null/null/
腊八粥/null/null/la4,ba1,zhou1/null/null/
腊尽春回/null/null/la4,jin4,chun1,hui2/null/null/
瘌痢头/null/null/la4,li4,tou2/null/null/
来不得/null/null/lai2,bu4,de2/null/null/
来处不易/null/null/lai2,chu4,bu4,yi4/null/null/
来不及/null/null/lai2,bu4,ji2/null/null/
来得及/null/null/lai2,de,ji2/null/null/
来而不往非礼也/null/null/lai2,er2,bu4,wang3,fei1,li3,ye3/null/null/
来好息师/null/null/lai2,hao3,xi1,shi1/null/null/
来鸿去燕/null/null/lai2,hong2,qu4,yan4/null/null/
来回票/null/null/lai2,hui2,piao4/null/null/
来历不明/null/null/lai2,li4,bu4,ming2/null/null/
来龙去脉/null/null/lai2,long2,qu4,mai4/null/null/
来路不明/null/null/lai2,lu4,bu4,ming2/null/null/
来去分明/null/null/lai2,qu4,fen1,ming2/null/null/
来日大难/null/null/lai2,ri4,da4,nan4/null/null/
来日方长/null/null/lai2,ri4,fang1,chang2/null/null/
来世不可待/null/null/lai2,shi4,bu4,ke3,dai4/null/null/
来者不善/null/null/lai2,zhe3,bu4,shan4/null/null/
来者不拒/null/null/lai2,zhe3,bu4,ju4/null/null/
来者居上/null/null/lai2,zhe3,ju1,shang4/null/null/
来者可追/null/null/lai2,zhe3,ke3,zhui1/null/null/
来之不易/null/null/lai2,zhi1,bu4,yi4/null/null/
赖有此耳/null/null/lai4,you3,ci3,er3/null/null/
癞蛤蟆/null/null/lai4,ha2,ma2/null/null/
癞蛤蟆想吃天鹅肉/null/null/lai4,ha2,ma,xiang3,chi1,tian1,e2,rou4/null/null/
兰艾难分/null/null/lan2,ai4,nan2,fen1/null/null/
兰艾同焚/null/null/lan2,ai4,tong2,fen2/null/null/
兰摧玉折/null/null/lan2,cui1,yu4,zhe2/null/null/
兰桂齐芳/null/null/lan2,gui4,qi2,fang1/null/null/
兰陵王/null/null/lan2,ling2,wang2/null/null/
兰熏桂馥/null/null/lan2,xun1,gui4,fu4/null/null/
兰质熏心/null/null/lan2,zhi4,xun1,xin1/null/null/
兰州大学/null/null/lan2,zhou1,da4,xue2/null/null/
拦不住/null/null/lan2,bu2,zhu4/null/null/
阑风伏雨/null/null/lan2,feng1,fu2,yu3/null/null/
阑风长雨/null/null/lan2,feng1,zhang4,yu3/null/null/
蓝宝石/null/null/lan2,bao3,shi2/null/null/
阑尾炎/null/null/lan2,wei3,yan2/null/null/
澜倒波随/null/null/lan2,dao3,bo1,sui2/null/null/
览闻辩见/null/null/lan3,wen2,bian4,jian4/null/null/
揽辔登车/null/null/lan3,pei4,deng1,che1/null/null/
揽辔澄清/null/null/lan3,pei4,cheng2,qing1/null/null/
揽辔中原/null/null/lan3,pei4,zhong1,yuan2/null/null/
烂额焦头/null/null/lan4,e2,jiao1,tou2/null/null/
烂若披锦/null/null/lan4,ruo4,pi1,jin3/null/null/
烂若披掌/null/null/lan4,ruo4,pi1,zhang3/null/null/
烂若舒锦/null/null/lan4,ruo4,shu1,jin3/null/null/
烂醉如泥/null/null/lan4,zui4,ru2,ni2/null/null/
滥竽充数/null/null/lan4,yu2,chong1,shu4/null/null/
郎才女貌/null/null/lang2,cai2,nv3,mao4/null/null/
郎才女姿/null/null/lang2,cai2,nv3,zi1/null/null/
狼狈不堪/null/null/lang2,bei4,bu4,kan1/null/null/
狼狈万状/null/null/lang2,bei4,wan4,zhuang4/null/null/
狼狈为奸/null/null/lang2,bei4,wei2,jian1/null/null/
狼奔鼠窜/null/null/lang2,ben1,shu3,cuan4/null/null/
狼奔豕突/null/null/lang2,ben1,shi3,tu1/null/null/
狼奔鼠偷/null/null/lang2,ben1,shu3,tou1/null/null/
狼飡虎食/null/null/lang2,can1,hu3,shi2/null/null/
狼奔兔脱/null/null/lang2,ben1,tu4,tuo1/null/null/
狼餐虎咽/null/null/lang2,can1,hu3,yan4/null/null/
狼飡虎咽/null/null/lang2,can1,hu3,yan1/null/null/
狼吃幞头/null/null/lang2,chi1,fu2,tou2/null/null/
狼多肉少/null/null/lang2,duo1,rou4,shao3/null/null/
狼顾狐疑/null/null/lang2,gu4,hu2,yi2/null/null/
狼号鬼哭/null/null/lang2,hao2,gui3,ku1/null/null/
狼艰狈蹶/null/null/lang2,jian1,bei4,jue3/null/null/
狼猛蜂毒/null/null/lang2,meng3,feng1,du2/null/null/
狼飧虎咽/null/null/lang2,sun1,hu3,yan4/null/null/
狼吞虎咽/null/null/lang2,tun1,hu3,yan4/null/null/
狼心狗行/null/null/lang2,xin1,gou3,xing2/null/null/
狼烟大话/null/null/lang2,yan1,da4,hua4/null/null/
狼羊同饲/null/null/lang2,yang2,tong2,si4/null/null/
琅琅上口/null/null/lang2,lang2,shang4,kou3/null/null/
琅嬛福地/null/null/lang2,huan2,fu2,di4/null/null/
稂不稂莠不莠/null/null/lang2,bu4,lang2,you3,bu4,you3/null/null/
稂莠不齐/null/null/lang2,you3,bu4,qi2/null/null/
锒铛入狱/null/null/lang2,dang1,ru4,yu4/null/null/
朗朗乾坤/null/null/lang3,lang3,qian2,kun1/null/null/
朗朗上口/null/null/lang3,lang3,shang4,kou3/null/null/
朗月清风/null/null/lang3,yue4,qing1,feng1/null/null/
浪子回头/null/null/lang4,zi3,hui2,tou2/null/null/
浪子回头金不换/null/null/lang4,zi3,hui2,tou2,jin1,bu4,huan4/null/null/
浪子宰相/null/null/lang4,zi3,zai3,xiang4/null/null/
捞一把/null/null/lao1,yi1,ba3/null/null/
劳动教养/null/null/lao2,dong4,jiao4,yang3/null/null/
劳动节/null/null/lao2,dong4,jie2/null/null/
劳动模范/null/null/lao2,dong4,mo2,fan4/null/null/
劳动强度/null/null/lao2,dong4,qiang2,du4/null/null/
劳动生产率/null/null/lao2,dong4,sheng1,chan3,lv4/null/null/
劳筋苦骨/null/null/lao2,jin1,ku3,gu3/null/null/
劳身焦思/null/null/lao2,shen1,jiao1,si1/null/null/
劳师糜饷/null/null/lao2,shi1,mi2,xiang3/null/null/
劳师袭远/null/null/lao2,shi1,xi2,yuan3/null/null/
劳什子/null/null/lao2,shi2,zi3/null/null/
劳思逸淫/null/null/lao2,si1,yi4,yin2/null/null/
劳心焦思/null/null/lao2,xin1,jiao1,si1/null/null/
劳心苦思/null/null/lao2,xin1,ku3,si1/null/null/
劳燕分飞/null/null/lao2,yan4,fen1,fei1/null/null/
劳逸结合/null/null/lao2,yi4,jie2,he2/null/null/
牢不可破/null/null/lao2,bu4,ke3,po4/null/null/
唠唠叨叨/null/null/lao1,lao1,dao1,dao1/null/null/
牢什古子/null/null/lao2,shi2,gu3,zi/null/null/
牢骚满腹/null/null/lao2,sao1,man3,fu4/null/null/
老白干儿/null/null/lao3,bai2,gan1,er2/null/null/
老蚌生珠/null/null/lao3,bang4,sheng1,zhu1/null/null/
老蚌珠胎/null/null/lao3,bang4,zhu1,tai1/null/null/
老伯伯/null/null/lao3,bo2,bo/null/null/
老成持重/null/null/lao3,cheng2,chi2,zhong4/null/null/
老成见到/null/null/lao3,cheng2,jian4,dao4/null/null/
老处女/null/null/lao3,chu3,nv3/null/null/
老大哥/null/null/lao3,da4,ge1/null/null/
老大姐/null/null/lao3,da4,jie3/null/null/
老大难/null/null/lao3,da4,nan4/null/null/
老大娘/null/null/lao3,da4,niang2/null/null/
老大徒伤悲/null/null/lao3,da4,tu2,shang1,bei1/null/null/
老大无成/null/null/lao3,da4,wu2,cheng2/null/null/
老大爷/null/null/lao3,da4,ye2/null/null/
老当益壮/null/null/lao3,dang1,yi4,zhuang4/null/null/
老调重弹/null/null/lao3,diao4,zhong4,dan4/null/null/
老调重谈/null/null/lao3,diao4,chong2,tan2/null/null/
老而不死/null/null/lao3,er2,bu4,si3/null/null/
老而不死是为贼/null/null/lao3,er2,bu4,si3,shi4,wei2,zei2/null/null/
老佛爷/null/null/lao3,fo2,ye2/null/null/
老夫子/null/null/lao3,fu1,zi3/null/null/
老好人/null/null/lao3,hao3,ren2/null/null/
老骨头/null/null/lao3,gu2,tou55/null/null/
老疙瘩/null/null/lao3,ge1,da1/null/null/
老糊涂/null/null/lao3,hu2,tu2/null/null/
老虎屁股摸不得/null/null/lao3,hu3,pi4,gu3,mo1,bu4,de2/null/null/
老虎头上扑苍蝇/null/null/lao3,hu3,tou2,shang4,pu1,cang1,ying2/null/null/
老虎头上搔痒/null/null/lao3,hu3,tou2,shang4,sao1,yang3/null/null/
老来少/null/null/lao3,lai2,shao4/null/null/
老来俏/null/null/lao3,lai2,qiao4/null/null/
老莱娱亲/null/null/lao3,lai2,yu2,qin1/null/null/
老泪纵横/null/null/lao3,lei4,zong4,heng2/null/null/
老马识途/null/null/lao3,ma3,shi2,tu2/null/null/
老牛破车/null/null/lao3,niu2,po4,che1/null/null/
老婆当军/null/null/lao3,po2,dang1,jun1/null/null/
老气横秋/null/null/lao3,qi4,heng2,qiu1/null/null/
老人家/null/null/lao3,ren2,jia1/null/null/
老师宿儒/null/null/lao3,shi1,xiu3,ru2/null/null/
老鼠过街/null/null/lao3,shu3,guo4,jie1/null/null/
老死不相往来/null/null/lao3,si3,bu4,xiang1,wang3,lai2/null/null/
老天拔地/null/null/lao3,tian1,ba2,di4/null/null/
老头儿/null/null/lao3,tou55,er5/null/null/
老头子/null/null/lao3,tou2,zi/null/null/
老朽无能/null/null/lao3,xiu3,wu2,neng2/null/null/
老相识/null/null/lao3,xiang1,shi2/null/null/
老油条/null/null/lao3,you2,tiao2/null/null/
老有所终/null/null/lao3,you3,suo3,zhong1/null/null/
老妪能解/null/null/lao3,yu4,neng2,jie3/null/null/
老之将至/null/null/lao3,zhi1,jiang1,zhi4/null/null/
老着脸皮/null/null/lao3,zhe,lian3,pi2/null/null/
潦原浸天/null/null/lao3,yuan2,jin4,tian1/null/null/
乐不极盘/null/null/le4,bu4,ji2,pan2/null/null/
乐不可极/null/null/le4,bu4,ke3,ji2/null/null/
乐不可言/null/null/le4,bu4,ke3,yan2/null/null/
乐不可支/null/null/le4,bu4,ke3,zhi1/null/null/
乐昌分镜/null/null/le4,chang1,fen1,jing4/null/null/
乐不思蜀/null/null/le4,bu4,si1,shu3/null/null/
乐昌破镜/null/null/le4,chang1,po4,jing4/null/null/
乐昌之镜/null/null/le4,chang1,zhi1,jing4/null/null/
乐成人美/null/null/le4,cheng2,ren2,mei3/null/null/
乐此不倦/null/null/le4,ci3,bu4,juan4/null/null/
乐此不疲/null/null/le4,ci3,bu4,pi2/null/null/
乐道安命/null/null/le4,dao4,an1,ming4/null/null/
乐道好古/null/null/le4,dao4,hao3,gu3/null/null/
乐道安贫/null/null/le4,dao4,an1,pin2/null/null/
乐道忘饥/null/null/le4,dao4,wang4,ji1/null/null/
乐道遗荣/null/null/le4,dao4,yi2,rong2/null/null/
乐而不荒/null/null/le4,er2,bu4,huang1/null/null/
乐颠颠/null/null/le4,dian1,dian1/null/null/
乐而不厌/null/null/le4,er2,bu4,yan4/null/null/
乐而不淫/null/null/le4,er2,bu4,yin2/null/null/
乐而忘返/null/null/le4,er2,wang4,fan3/null/null/
乐而忘死/null/null/le4,er2,wang4,si3/null/null/
乐府诗/null/null/yue4,fu3,shi1/null/null/
乐观主义/null/null/le4,guan1,zhu3,yi4/null/null/
乐呵呵/null/null/le4,he1,he1/null/null/
乐祸幸灾/null/null/le4,huo4,xing4,zai1/null/null/
乐极哀来/null/null/le4,ji2,ai1,lai2/null/null/
乐极悲来/null/null/le4,ji2,bei1,lai2/null/null/
乐极悲生/null/null/le4,ji2,bei1,sheng1/null/null/
乐极生哀/null/null/le4,ji2,sheng1,ai1/null/null/
乐极生悲/null/null/le4,ji2,sheng1,bei1/null/null/
乐极则悲/null/null/le4,ji2,ze2,bei1/null/null/
乐极则忧/null/null/le4,ji2,ze2,you1/null/null/
乐嗟苦咄/null/null/le4,jie1,ku3,duo1/null/null/
乐尽哀生/null/null/le4,jin4,ai1,sheng1/null/null/
乐尽悲来/null/null/le4,jin4,bei1,lai2/null/null/
乐融融/null/null/le4,rong2,rong2/null/null/
乐山乐水/null/null/yao4,shan1,yao4,shui3/null/null/
乐山爱水/null/null/le4,shan1,ai4,shui3/null/null/
乐善不倦/null/null/le4,shan4,bu4,juan4/null/null/
乐善好施/null/null/le4,shan4,hao4,shi1/null/null/
乐善好义/null/null/le4,shan4,hao3,yi4/null/null/
乐天安命/null/null/le4,tian1,an1,ming4/null/null/
乐陶陶/null/null/le4,tao2,tao2/null/null/
乐事劝功/null/null/le4,shi4,quan4,gong1/null/null/
乐天派/null/null/le4,tian1,pai4/null/null/
乐天任命/null/null/le4,tian1,ren4,ming4/null/null/
乐天知命/null/null/le4,tian1,zhi1,ming4/null/null/
乐退安贫/null/null/le4,tui4,an1,pin2/null/null/
乐往哀来/null/null/le4,wang3,ai1,lai2/null/null/
乐新厌旧/null/null/le4,xin1,yan4,jiu4/null/null/
乐行忧违/null/null/le4,xing2,you1,wei2/null/null/
乐业安居/null/null/le4,ye4,an1,ju1/null/null/
乐以忘忧/null/null/le4,yi3,wang4,you1/null/null/
乐悠悠/null/null/le4,you1,you1/null/null/
乐在其中/null/null/le4,zai4,qi2,zhong1/null/null/
乐滋滋/null/null/le4,zi1,zi1/null/null/
雷奔云谲/null/null/lei2,ben1,yun2,jue2/null/null/
雷打不动/null/null/lei2,da3,bu4,dong4/null/null/
雷动风行/null/null/lei2,dong4,feng1,xing2/null/null/
雷厉风飞/null/null/lei2,li4,feng1,fei1/null/null/
雷厉风行/null/null/lei2,li4,feng1,xing2/null/null/
雷令风行/null/null/lei2,ling4,feng1,xing2/null/null/
雷鸣瓦釜/null/null/lei2,ming2,wa3,fu3/null/null/
雷霆万钧/null/null/lei2,ting2,wan4,jun1/null/null/
雷阵雨/null/null/lei2,zhen4,yu3/null/null/
雷雨云/null/null/lei2,yu3,yun2/null/null/
镭射气/null/null/lei2,she4,qi4/null/null/
傫如丧狗/null/null/lei3,ru2,sang4,gou3/null/null/
磊瑰不羁/null/null/lei3,gui1,bu4,ji1/null/null/
磊浪不羁/null/null/lei3,lang4,bu4,ji1/null/null/
磊磊落落/null/null/lei3,lei3,luo4,luo4/null/null/
磊落不凡/null/null/lei3,luo4,bu4,fan2/null/null/
磊落不羁/null/null/lei3,luo4,bu4,ji1/null/null/
磊落豪横/null/null/lei3,luo4,hao2,heng2/null/null/
磊落光明/null/null/lei3,luo4,guang1,ming2/null/null/
磊落飒爽/null/null/lei3,luo4,sa4,shuang3/null/null/
磊落轶荡/null/null/lei3,luo4,yi4,dang4/null/null/
泪干肠断/null/null/lei4,gan1,chang2,duan4/null/null/
泪如泉涌/null/null/lei4,ru2,quan2,yong3/null/null/
泪如雨下/null/null/lei4,ru2,yu3,xia4/null/null/
类毒素/null/null/lei4,du2,su4/null/null/
类聚群分/null/null/lei4,ju4,qun2,fen1/null/null/
累牍连篇/null/null/lei3,du2,lian2,pian1/null/null/
累及无辜/null/null/lei3,ji2,wu2,gu1/null/null/
累教不改/null/null/lei3,jiao4,bu4,gai3/null/null/
累块积苏/null/null/lei3,kuai4,ji1,su1/null/null/
累累如珠/null/null/lei3,lei3,ru2,zhu1/null/null/
累卵之危/null/null/lei3,luan3,zhi1,wei1/null/null/
累苏积块/null/null/lei3,su1,ji1,kuai4/null/null/
累土聚沙/null/null/lei3,tu3,ju4,sha1/null/null/
累土至山/null/null/lei3,tu3,zhi4,shan1/null/null/
累瓦结绳/null/null/lei3,wa3,jie2,sheng2/null/null/
累屋重架/null/null/lei3,wu1,chong2,jia4/null/null/
累月经年/null/null/lei3,yue4,jing1,nian2/null/null/
累足成步/null/null/lei3,zu2,cheng2,bu4/null/null/
擂鼓鸣金/null/null/lei2,gu3,ming2,jin1/null/null/
擂鼓筛锣/null/null/lei2,gu3,shai1,luo2/null/null/
擂天倒地/null/null/lei2,tian1,dao3,di4/null/null/
楞眉横眼/null/null/leng4,mei2,heng2,yan3/null/null/
楞头呆脑/null/null/leng2,tou2,dai1,nao3/null/null/
楞头磕脑/null/null/leng2,tou2,ke1,nao3/null/null/
楞头楞脑/null/null/leng2,tou2,leng2,nao3/null/null/
冷不丁/null/null/leng3,bu4,ding1/null/null/
冷不防/null/null/leng3,bu4,fang2/null/null/
冷藏库/null/null/leng3,cang2,ku4/null/null/
冷嘲热讽/null/null/leng3,chao2,re4,feng3/null/null/
冷嘲热骂/null/null/leng3,chao2,re4,ma4/null/null/
冷处理/null/null/leng3,chu3,li3/null/null/
冷暖自知/null/null/leng3,nuan3,zi4,zhi1/null/null/
冷水浇背/null/null/leng3,shui3,jiao1,bei4/null/null/
冷若冰霜/null/null/leng3,ruo4,bing1,shuang1/null/null/
冷水浇头/null/null/leng3,shui3,jiao1,tou2/null/null/
冷血动物/null/null/leng3,xue4,dong4,wu4/null/null/
冷言冷语/null/null/leng3,yan2,leng3,yu3/null/null/
冷言热语/null/null/leng3,yan2,re4,yu3/null/null/
冷眼静看/null/null/leng3,yan3,jing4,kan4/null/null/
冷眼旁观/null/null/leng3,yan3,pang2,guan1/null/null/
冷眼相待/null/null/leng3,yan3,xiang1,dai4/null/null/
冷语冰人/null/null/leng3,yu3,bing1,ren2/null/null/
愣头愣脑/null/null/leng4,tou2,leng4,nao3/null/null/
梨花带雨/null/null/li2,hua1,dai4,yu3/null/null/
梨眉艾发/null/null/li2,mei2,ai4,fa1/null/null/
梨园弟子/null/null/li2,yuan2,di4,zi3/null/null/
梨园子弟/null/null/li2,yuan2,zi3,di4/null/null/
